# pTL pTH v2 stat sys1 sys2
    1.000000     2.000000     0.037091     0.044283     0.031401     0.030596
    2.000000     3.000000     0.136258     0.013285     0.007246     0.010870
    3.000000     4.000000     0.146726     0.007448     0.007649     0.009662
    4.000000     5.000000     0.156253     0.007246     0.007246     0.010467
    5.000000     6.000000     0.114788     0.009662     0.007246     0.010064
    6.000000     8.000000     0.081777     0.008454     0.007246     0.009662
    8.000000    10.000000     0.064734     0.011071     0.005636     0.009662
   10.000000    15.000000     0.053865     0.011071     0.005636     0.009259
   15.000000    20.000000     0.026087     0.018720     0.005435     0.009662
   20.000000    40.000000     0.069163     0.022343     0.020129     0.009863
