# pTL, pTH, v2	stat	sys1	sys2
2	3	0.063725490196079	0.030112044817927	0.014705882352941	0.036414565826331
3	4	0.074929971988796	0.019607843137255	0.015406162464986	0.036414565826331
4	5	0.07843137254902	0.019957983193277	0.014705882352941	0.035014005602241
5	6	0.053221288515406	0.023109243697479	0.015056022408964	0.035714285714286
6	8	0.056022408963586	0.021358543417367	0.014705882352941	0.035714285714286
8	10	-0.005602240896359	0.025910364145658	0.022408963585434	0.036414565826331
10	15	0.104341736694678	0.024509803921569	0.022408963585434	0.034313725490196
15	20	0.048319327731093	0.035714285714286	0.021708683473389	0.035714285714286
20	40	0.017156862745098	0.048669467787115	0.022759103641457	0.034663865546219

